economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO00834,PRO0280,sells_to,PRO0351,[],Торговый посредник и представитель передаёт продукт роли «Участник суда или судебный представитель».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00835,PRO0280,sells_to,PRO0303,[],Торговый посредник и представитель передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00836,PRO0281,sells_to,PRO0413,[],Поверенный или помощник купца передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00837,PRO0281,sells_to,PRO0358,[],Поверенный или помощник купца передаёт продукт роли «Толмач при посольстве».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00838,PRO0281,sells_to,PRO0303,[],Поверенный или помощник купца передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00839,PRO0282,sells_to,PRO0413,[],Управляющий товаром и складом купца передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00840,PRO0282,sells_to,PRO0350,[],Управляющий товаром и складом купца передаёт продукт роли «Писец реестра дани».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00841,PRO0282,sells_to,PRO0465,[],"Управляющий товаром и складом купца передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00842,PRO0283,sells_to,PRO0413,[],Писец и счетовод купца передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00843,PRO0283,sells_to,PRO0341,[],Писец и счетовод купца передаёт продукт роли «Участник веча».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00844,PRO0283,sells_to,PRO0464,[],Писец и счетовод купца передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00845,PRO0284,sells_to,PRO0413,[],Весовщик передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00846,PRO0284,sells_to,PRO0361,[],Весовщик передаёт продукт роли «Объявляющий решение или известие».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00847,PRO0284,sells_to,PRO0465,[],"Весовщик передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00848,PRO0285,sells_to,PRO0413,[],Мерщик товара передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00849,PRO0285,sells_to,PRO0361,[],Мерщик товара передаёт продукт роли «Объявляющий решение или известие».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00850,PRO0285,sells_to,PRO0303,[],Мерщик товара передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00851,PRO0286,sells_to,PRO0413,[],Меняла и оценщик серебра по весу передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00852,PRO0286,sells_to,PRO0358,[],Меняла и оценщик серебра по весу передаёт продукт роли «Толмач при посольстве».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00853,PRO0286,sells_to,PRO0303,[],Меняла и оценщик серебра по весу передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00854,PRO0287,serves,PRO0413,[],Сборщик торговых платежей оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00855,PRO0287,serves,PRO0254,[],Сборщик торговых платежей оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00856,PRO0287,serves,PRO0463,[],Сборщик торговых платежей оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00857,PRO0287,serves,PRO0377,[],Сборщик торговых платежей оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00858,PRO0288,serves,PRO0413,[],Сборщик мыта / проездного платежа оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00859,PRO0288,serves,PRO0254,[],Сборщик мыта / проездного платежа оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00860,PRO0288,serves,PRO0463,[],Сборщик мыта / проездного платежа оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00861,PRO0288,serves,PRO0377,[],Сборщик мыта / проездного платежа оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00862,PRO0289,transports_for,PRO0254,[],"Грузчик перевозит людей, груз или обеспечивает погрузку для роли «Крупный новгородский купец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00863,PRO0289,transports_for,PRO0293,[],"Грузчик перевозит людей, груз или обеспечивает погрузку для роли «Хранитель склада».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
ECO00864,PRO0289,transports_for,PRO0226,[],"Грузчик перевозит людей, груз или обеспечивает погрузку для роли «Владелец торгового или перевозочного судна».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC013"",""SRC050"",""SRC099""]"
ECO00865,PRO0289,transports_for,PRO0258,[],"Грузчик перевозит людей, груз или обеспечивает погрузку для роли «Рыночный продавец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00866,PRO0290,transports_for,PRO0254,[],"Носильщик перевозит людей, груз или обеспечивает погрузку для роли «Крупный новгородский купец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00867,PRO0290,transports_for,PRO0293,[],"Носильщик перевозит людей, груз или обеспечивает погрузку для роли «Хранитель склада».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
ECO00868,PRO0290,transports_for,PRO0226,[],"Носильщик перевозит людей, груз или обеспечивает погрузку для роли «Владелец торгового или перевозочного судна».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC013"",""SRC050"",""SRC099""]"
ECO00869,PRO0290,transports_for,PRO0258,[],"Носильщик перевозит людей, груз или обеспечивает погрузку для роли «Рыночный продавец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00870,PRO0291,transports_for,PRO0254,[],"Работник с бочками и кадками перевозит людей, груз или обеспечивает погрузку для роли «Крупный новгородский купец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00871,PRO0291,transports_for,PRO0293,[],"Работник с бочками и кадками перевозит людей, груз или обеспечивает погрузку для роли «Хранитель склада».",B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
ECO00872,PRO0291,transports_for,PRO0226,[],"Работник с бочками и кадками перевозит людей, груз или обеспечивает погрузку для роли «Владелец торгового или перевозочного судна».",B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC013"",""SRC050"",""SRC099""]"
ECO00873,PRO0291,transports_for,PRO0258,[],"Работник с бочками и кадками перевозит людей, груз или обеспечивает погрузку для роли «Рыночный продавец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00874,PRO0292,transports_for,PRO0254,[],"Складской работник перевозит людей, груз или обеспечивает погрузку для роли «Крупный новгородский купец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
ECO00875,PRO0292,transports_for,PRO0293,[],"Складской работник перевозит людей, груз или обеспечивает погрузку для роли «Хранитель склада».",B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
ECO00876,PRO0292,transports_for,PRO0226,[],"Складской работник перевозит людей, груз или обеспечивает погрузку для роли «Владелец торгового или перевозочного судна».",B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC013"",""SRC050"",""SRC099""]"
ECO00877,PRO0292,transports_for,PRO0258,[],"Складской работник перевозит людей, груз или обеспечивает погрузку для роли «Рыночный продавец».",A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093"",""SRC027"",""SRC028"",""SRC030""]"
